22/08/1986;17,8
25/08/1986;53,74
26/08/1986;53,94
27/08/1986;54,25
28/08/1986;54,49
29/08/1986;18,32
01/09/1986;54,45
02/09/1986;54,4
03/09/1986;54,04
04/09/1986;54,32
05/09/1986;17,72
08/09/1986;53,01
09/09/1986;53,74
10/09/1986;48,34
11/09/1986;42,74
12/09/1986;15,58
15/09/1986;55,37
16/09/1986;54,8
17/09/1986;54,74
18/09/1986;53,98
19/09/1986;18,19
22/09/1986;54,7
23/09/1986;53,9
24/09/1986;52,64
25/09/1986;53,16
26/09/1986;18,54
29/09/1986;55,32
30/09/1986;56,26
01/10/1986;55,19
02/10/1986;54,64
03/10/1986;16,7
06/10/1986;51,83
07/10/1986;52,32
08/10/1986;52,61
09/10/1986;53,08
10/10/1986;17,74
13/10/1986;51,56
14/10/1986;53,19
15/10/1986;53,17
16/10/1986;53,29
17/10/1986;17,77
20/10/1986;52,98
21/10/1986;52,6
22/10/1986;52,69
23/10/1986;53
24/10/1986;17,58
27/10/1986;54
28/10/1986;53,15
29/10/1986;54,29
30/10/1986;54,08
31/10/1986;18,87
03/11/1986;71,51
04/11/1986;70,89
05/11/1986;72,58
06/11/1986;75,74
07/11/1986;27,16
10/11/1986;75,67
11/11/1986;78,83
12/11/1986;77,92
13/11/1986;78,18
14/11/1986;28,02
17/11/1986;84,58
18/11/1986;85,61
19/11/1986;88,62
20/11/1986;94,56
21/11/1986;33,84
24/11/1986;102,93
25/11/1986;107,08
26/11/1986;128,58
27/11/1986;134,9
28/11/1986;46,32
01/12/1986;201,87
02/12/1986;162,77
03/12/1986;145,81
04/12/1986;143,33
05/12/1986;46,81
08/12/1986;145,43
09/12/1986;160,33
10/12/1986;171,16
11/12/1986;173,83
12/12/1986;57,94
15/12/1986;170,48
16/12/1986;156,25
17/12/1986;155,5
18/12/1986;161,02
19/12/1986;53,28
22/12/1986;163,51
23/12/1986;135,77
24/12/1986;69,2
26/12/1986;51,64
29/12/1986;163,25
30/12/1986;213,32
31/12/1986;106,66
02/01/1987;71,11
05/01/1987;245,89
06/01/1987;219,13
07/01/1987;201,29
08/01/1987;203,29
09/01/1987;81,35
12/01/1987;242,49
13/01/1987;243,26
14/01/1987;242,98
15/01/1987;234,98
16/01/1987;79,17
19/01/1987;237,52
20/01/1987;223,13
21/01/1987;227,74
22/01/1987;230,4
23/01/1987;84,61
26/01/1987;251,3
27/01/1987;251,5
28/01/1987;244,14
29/01/1987;245,9
30/01/1987;81,73
02/02/1987;319,46
03/02/1987;317,85
04/02/1987;318,72
05/02/1987;317,87
06/02/1987;106,78
09/02/1987;373,37
10/02/1987;401,79
11/02/1987;403,28
12/02/1987;397,72
13/02/1987;131,61
16/02/1987;394,99
17/02/1987;408,55
18/02/1987;406,24
19/02/1987;410,25
20/02/1987;139,66
23/02/1987;417,34
24/02/1987;411,54
25/02/1987;374,2
26/02/1987;253,11
27/02/1987;42,52
04/03/1987;218,34
05/03/1987;231,7
06/03/1987;85,17
09/03/1987;254,77
10/03/1987;261,45
11/03/1987;262,04
12/03/1987;207,37
13/03/1987;64,49
16/03/1987;233,46
17/03/1987;268,79
18/03/1987;233,98
19/03/1987;233,62
20/03/1987;78,92
23/03/1987;236,32
24/03/1987;242,15
25/03/1987;228,6
26/03/1987;229,44
27/03/1987;77,17
30/03/1987;231,25
31/03/1987;243,06
01/04/1987;242,98
02/04/1987;240,23
03/04/1987;77,91
06/04/1987;261,48
07/04/1987;257,9
08/04/1987;255,97
09/04/1987;294,71
10/04/1987;100,33
13/04/1987;301,27
14/04/1987;302,3
15/04/1987;50,56
21/04/1987;300,39
22/04/1987;300,19
23/04/1987;301,25
24/04/1987;101,36
27/04/1987;327,22
28/04/1987;351,26
29/04/1987;349,77
30/04/1987;88,16
04/05/1987;355,08
05/05/1987;355,98
06/05/1987;383,3
07/05/1987;474,97
08/05/1987;158,28
11/05/1987;558,97
12/05/1987;560,11
13/05/1987;559,78
14/05/1987;474,57
15/05/1987;113,87
18/05/1987;344,65
19/05/1987;348,04
20/05/1987;352,41
21/05/1987;357,21
22/05/1987;123,15
25/05/1987;377,38
26/05/1987;399,23
27/05/1987;398,91
28/05/1987;398,68
29/05/1987;131,83
01/06/1987;395,39
02/06/1987;390,69
03/06/1987;389,83
04/06/1987;389,32
05/06/1987;130,25
08/06/1987;391,26
09/06/1987;390,72
10/06/1987;389,26
11/06/1987;385,94
12/06/1987;94,69
16/06/1987;248,86
17/06/1987;242,92
18/06/1987;236,93
19/06/1987;76,71
22/06/1987;221,77
23/06/1987;214,81
24/06/1987;208,56
25/06/1987;201,39
26/06/1987;65,54
29/06/1987;191,48
30/06/1987;172,53
01/07/1987;166,87
02/07/1987;158,31
03/07/1987;50,84
06/07/1987;152
07/07/1987;153,37
08/07/1987;150,02
09/07/1987;145,92
10/07/1987;46,73
13/07/1987;139,59
14/07/1987;135,79
15/07/1987;133,41
16/07/1987;132,86
17/07/1987;47,72
20/07/1987;134,84
21/07/1987;136,1
22/07/1987;136,86
23/07/1987;138,49
24/07/1987;46,58
27/07/1987;140,56
28/07/1987;141,04
29/07/1987;133,64
30/07/1987;128,46
31/07/1987;43,24
03/08/1987;126,09
04/08/1987;127,09
05/08/1987;123,71
06/08/1987;124,58
07/08/1987;41,41
10/08/1987;126,58
11/08/1987;125,65
12/08/1987;130
13/08/1987;129,22
14/08/1987;44,26
17/08/1987;136,2
18/08/1987;135,09
19/08/1987;135,24
20/08/1987;135,63
21/08/1987;47,91
24/08/1987;150,79
25/08/1987;156,59
26/08/1987;163,74
27/08/1987;168,64
28/08/1987;57,57
31/08/1987;168,47
01/09/1987;167,17
02/09/1987;168,38
03/09/1987;167,94
04/09/1987;42,15
08/09/1987;167,21
09/09/1987;163,34
10/09/1987;153,02
11/09/1987;46,74
14/09/1987;141,86
15/09/1987;145,12
16/09/1987;145,48
17/09/1987;145,75
18/09/1987;47,81
21/09/1987;133,23
22/09/1987;120,24
23/09/1987;120,42
24/09/1987;120,8
25/09/1987;41,48
28/09/1987;121,95
29/09/1987;126,33
30/09/1987;133,84
01/10/1987;142,11
02/10/1987;46,12
05/10/1987;140,88
06/10/1987;141,32
07/10/1987;142,98
08/10/1987;143,85
09/10/1987;37,86
13/10/1987;147,33
14/10/1987;156,75
15/10/1987;162,79
16/10/1987;55,19
19/10/1987;194,65
20/10/1987;195,25
21/10/1987;196,68
22/10/1987;196,7
23/10/1987;65,39
26/10/1987;193,86
27/10/1987;188,66
28/10/1987;188,41
29/10/1987;191,93
30/10/1987;49,77
03/11/1987;206,32
04/11/1987;206,35
05/11/1987;207,91
06/11/1987;70,07
09/11/1987;213,48
10/11/1987;217,27
11/11/1987;222,76
12/11/1987;223,97
13/11/1987;76,36
16/11/1987;235,17
17/11/1987;229,46
18/11/1987;233,55
19/11/1987;235,19
20/11/1987;80,19
23/11/1987;249,06
24/11/1987;254,28
25/11/1987;254,32
26/11/1987;258,26
27/11/1987;88,32
30/11/1987;256,98
01/12/1987;234,56
02/12/1987;235,46
03/12/1987;240,1
04/12/1987;81,85
07/12/1987;244,41
08/12/1987;244,55
09/12/1987;245,13
10/12/1987;244,4
11/12/1987;80,24
14/12/1987;238,96
15/12/1987;238,23
16/12/1987;238,31
17/12/1987;235,1
18/12/1987;77,88
21/12/1987;229,52
22/12/1987;279,27
23/12/1987;219,96
24/12/1987;55,03
28/12/1987;223,52
29/12/1987;226,25
30/12/1987;242,17
31/12/1987;60,08
04/01/1988;246,45
05/01/1988;246,59
06/01/1988;247,8
07/01/1988;251,15
08/01/1988;83,87
11/01/1988;254,25
12/01/1988;256,97
13/01/1988;259,23
14/01/1988;279,51
15/01/1988;94,28
18/01/1988;283,06
19/01/1988;289,44
20/01/1988;296,23
21/01/1988;298,8
22/01/1988;111,24
25/01/1988;336,48
26/01/1988;334,46
27/01/1988;336,04
28/01/1988;337,48
29/01/1988;107,64
01/02/1988;310,68
02/02/1988;307,6
03/02/1988;305,8
04/02/1988;304,73
05/02/1988;101,28
08/02/1988;306,31
09/02/1988;305,78
10/02/1988;307,29
11/02/1988;343,56
12/02/1988;67,44
17/02/1988;337,26
18/02/1988;340,48
19/02/1988;113,56
22/02/1988;340,42
23/02/1988;341,58
24/02/1988;344,93
25/02/1988;345,05
26/02/1988;115,14
29/02/1988;314,91
01/03/1988;283,15
02/03/1988;271,33
03/03/1988;266,9
04/03/1988;88,88
07/03/1988;267,19
08/03/1988;267,19
09/03/1988;267,07
10/03/1988;267,38
11/03/1988;81,11
14/03/1988;240,33
15/03/1988;240,21
16/03/1988;240,46
17/03/1988;240,19
18/03/1988;80,36
21/03/1988;242,58
22/03/1988;241,74
23/03/1988;242,03
24/03/1988;248,08
25/03/1988;85,06
28/03/1988;260,37
29/03/1988;265,02
30/03/1988;57,51
04/04/1988;315,3
05/04/1988;321,65
06/04/1988;328,16
07/04/1988;333,35
08/04/1988;112,17
11/04/1988;345,88
12/04/1988;351,84
13/04/1988;354,06
14/04/1988;358,83
15/04/1988;88,93
19/04/1988;356,54
20/04/1988;364,46
21/04/1988;366,74
22/04/1988;122,44
25/04/1988;383,26
26/04/1988;388,91
27/04/1988;379,79
28/04/1988;333,13
29/04/1988;107,34
02/05/1988;319,46
03/05/1988;319,05
04/05/1988;332,4
05/05/1988;333,04
06/05/1988;111,34
09/05/1988;333,19
10/05/1988;320,11
11/05/1988;324,84
12/05/1988;80
16/05/1988;317,55
17/05/1988;311,71
18/05/1988;313,08
19/05/1988;315,24
20/05/1988;105,59
23/05/1988;290,09
24/05/1988;281,51
25/05/1988;271,41
26/05/1988;277,31
27/05/1988;70,03
31/05/1988;278,66
01/06/1988;278,54
02/06/1988;278,78
03/06/1988;92,99
06/06/1988;280,93
07/06/1988;280,34
08/06/1988;280,18
09/06/1988;280,95
10/06/1988;94,54
13/06/1988;287,42
14/06/1988;292,15
15/06/1988;290,99
16/06/1988;291,46
17/06/1988;100,07
20/06/1988;298,98
21/06/1988;299,25
22/06/1988;302,35
23/06/1988;339,48
24/06/1988;120,87
27/06/1988;347,85
28/06/1988;346,96
29/06/1988;347,13
30/06/1988;308,77
01/07/1988;100,34
04/07/1988;303,33
05/07/1988;305,61
06/07/1988;307,8
07/07/1988;313,67
08/07/1988;109,12
11/07/1988;335,14
12/07/1988;329,36
13/07/1988;334,65
14/07/1988;351,02
15/07/1988;124,18
18/07/1988;381,29
19/07/1988;393,6
20/07/1988;449,55
21/07/1988;445,79
22/07/1988;148,88
25/07/1988;458
26/07/1988;484,71
27/07/1988;475,64
28/07/1988;471,17
29/07/1988;113,42
01/08/1988;355,1
02/08/1988;359,1
03/08/1988;359,69
04/08/1988;362,31
05/08/1988;120,84
08/08/1988;360,71
09/08/1988;360,12
10/08/1988;333,22
11/08/1988;307,04
12/08/1988;98,99
15/08/1988;300,35
16/08/1988;301,43
17/08/1988;298,43
18/08/1988;299,31
19/08/1988;96,91
22/08/1988;294,39
23/08/1988;294,5
24/08/1988;293,73
25/08/1988;299,64
26/08/1988;99,93
29/08/1988;300,8
30/08/1988;306,12
31/08/1988;355,46
01/09/1988;338,17
02/09/1988;114,72
05/09/1988;360,2
06/09/1988;187,82
08/09/1988;379,9
09/09/1988;132,23
12/09/1988;392,89
13/09/1988;387,82
14/09/1988;387,33
15/09/1988;395,1
16/09/1988;133,78
19/09/1988;407,38
20/09/1988;402,71
21/09/1988;403,74
22/09/1988;405,43
23/09/1988;136,06
26/09/1988;405,67
27/09/1988;412,82
28/09/1988;457,93
29/09/1988;456,61
30/09/1988;147,47
03/10/1988;456,64
04/10/1988;457,28
05/10/1988;457,71
06/10/1988;458,42
07/10/1988;115,06
11/10/1988;469,71
12/10/1988;478,66
13/10/1988;589,07
14/10/1988;165,97
17/10/1988;504,65
18/10/1988;504,64
19/10/1988;508,56
20/10/1988;515,28
21/10/1988;173,54
24/10/1988;522,79
25/10/1988;525,43
26/10/1988;523,19
27/10/1988;464,5
28/10/1988;112,18
01/11/1988;441,82
02/11/1988;441,79
03/11/1988;441,5
04/11/1988;147,08
07/11/1988;441,45
08/11/1988;440,88
09/11/1988;440,45
10/11/1988;440,1
11/11/1988;146,77
14/11/1988;215,48
16/11/1988;423,46
17/11/1988;423,96
18/11/1988;141,24
21/11/1988;423,45
22/11/1988;423,02
23/11/1988;410,38
24/11/1988;397,8
25/11/1988;131,43
28/11/1988;402,55
29/11/1988;401,88
30/11/1988;392,15
01/12/1988;389,83
02/12/1988;130,64
05/12/1988;392,43
06/12/1988;395,45
07/12/1988;396,2
08/12/1988;401,33
09/12/1988;135,36
12/12/1988;410,02
13/12/1988;417,03
14/12/1988;422,47
15/12/1988;428,83
16/12/1988;145,16
19/12/1988;442,95
20/12/1988;455,87
21/12/1988;465,25
22/12/1988;469,09
23/12/1988;155,2
26/12/1988;465,9
27/12/1988;476,45
28/12/1988;476,15
29/12/1988;454,08
30/12/1988;151,36
02/01/1989;441,58
03/01/1989;444,43
04/01/1989;444,88
05/01/1989;439,22
06/01/1989;147,23
09/01/1989;439,83
10/01/1989;439,34
11/01/1989;443,97
12/01/1989;440,7
13/01/1989;154,68
18/01/1989;283,32
19/01/1989;288,06
20/01/1989;98,66
23/01/1989;297,78
24/01/1989;301,79
25/01/1989;304,38
26/01/1989;302,57
27/01/1989;101,03
30/01/1989;307,93
31/01/1989;318,11
01/02/1989;326,57
02/02/1989;328,82
03/02/1989;68,25
08/02/1989;341,28
09/02/1989;335,45
10/02/1989;117,97
13/02/1989;356,32
14/02/1989;361,57
15/02/1989;362,01
16/02/1989;361,13
17/02/1989;121,8
20/02/1989;371,07
21/02/1989;377,5
22/02/1989;380,19
23/02/1989;372,98
24/02/1989;122,87
27/02/1989;358,19
28/02/1989;338,81
01/03/1989;348,34
02/03/1989;332,43
03/03/1989;112,29
06/03/1989;343,34
07/03/1989;341,46
08/03/1989;342,02
09/03/1989;341,89
10/03/1989;113,83
13/03/1989;340,35
14/03/1989;340,35
15/03/1989;340,35
16/03/1989;332,82
17/03/1989;109,86
20/03/1989;318,21
21/03/1989;305,38
22/03/1989;60,16
27/03/1989;290,65
28/03/1989;293,35
29/03/1989;288,05
30/03/1989;279,24
31/03/1989;91,85
03/04/1989;274,57
04/04/1989;265,8
05/04/1989;262,67
06/04/1989;245,23
07/04/1989;81,21
10/04/1989;235,41
11/04/1989;227,51
12/04/1989;218,92
13/04/1989;205,27
14/04/1989;48,87
18/04/1989;182,5
19/04/1989;163,37
20/04/1989;171,69
21/04/1989;57,35
24/04/1989;174,66
25/04/1989;171,09
26/04/1989;171,09
27/04/1989;169,76
28/04/1989;42,44
02/05/1989;170,7
03/05/1989;170,57
04/05/1989;173,57
05/05/1989;60,88
08/05/1989;185,03
09/05/1989;181,2
10/05/1989;181,36
11/05/1989;184,05
12/05/1989;62,8
15/05/1989;187,32
16/05/1989;188,15
17/05/1989;183,78
18/05/1989;182,47
19/05/1989;60,08
22/05/1989;174,34
23/05/1989;176,16
24/05/1989;88,8
26/05/1989;68,5
29/05/1989;208,13
30/05/1989;233,58
31/05/1989;245,05
01/06/1989;255,03
02/06/1989;88,34
05/06/1989;263,46
06/06/1989;273,72
07/06/1989;287,26
08/06/1989;303,53
09/06/1989;103,51
12/06/1989;318,45
13/06/1989;341,61
14/06/1989;392,67
15/06/1989;450,43
16/06/1989;145,36
19/06/1989;436,76
20/06/1989;437,95
21/06/1989;439,43
22/06/1989;442,64
23/06/1989;162,77
26/06/1989;546,04
27/06/1989;534,02
28/06/1989;528,78
29/06/1989;506,21
30/06/1989;164,13
03/07/1989;499,85
04/07/1989;466,54
05/07/1989;484,99
06/07/1989;489,73
07/07/1989;484,38
10/07/1989;492,28
11/07/1989;488,39
12/07/1989;490,52
13/07/1989;499,31
14/07/1989;494,85
17/07/1989;514,27
18/07/1989;500,58
19/07/1989;491,87
20/07/1989;481,13
21/07/1989;492,18
24/07/1989;488,8
25/07/1989;492,78
26/07/1989;490,95
27/07/1989;480,49
28/07/1989;476,46
31/07/1989;469,42
01/08/1989;473,72
02/08/1989;468,41
03/08/1989;464,93
04/08/1989;467,01
07/08/1989;468,63
08/08/1989;469,15
09/08/1989;469,04
10/08/1989;471,81
11/08/1989;475,92
14/08/1989;474,49
15/08/1989;472,55
16/08/1989;469,63
17/08/1989;465,68
18/08/1989;466,29
21/08/1989;470,38
22/08/1989;469,5
23/08/1989;466,72
24/08/1989;470,75
25/08/1989;479,94
28/08/1989;478,77
29/08/1989;494,94
30/08/1989;523,66
31/08/1989;552,35
01/09/1989;561,42
04/09/1989;556,91
05/09/1989;558,59
06/09/1989;557,12
08/09/1989;558,75
11/09/1989;558,9
12/09/1989;558,39
13/09/1989;558,33
14/09/1989;566,91
15/09/1989;571,26
18/09/1989;569,93
19/09/1989;569,59
20/09/1989;569,81
21/09/1989;571,17
22/09/1989;632,76
25/09/1989;650,06
26/09/1989;651,95
27/09/1989;653,15
28/09/1989;658,26
29/09/1989;648,99
02/10/1989;660,51
03/10/1989;654,61
04/10/1989;660,66
05/10/1989;667,88
06/10/1989;665,08
10/10/1989;660,34
11/10/1989;653,86
12/10/1989;671,4
13/10/1989;669,99
16/10/1989;666,08
17/10/1989;666,04
18/10/1989;663
19/10/1989;664,68
20/10/1989;664,83
23/10/1989;664,49
24/10/1989;664,83
25/10/1989;665,49
26/10/1989;666,36
27/10/1989;694,14
30/10/1989;701
31/10/1989;712,28
01/11/1989;718,38
03/11/1989;713,61
06/11/1989;711,86
07/11/1989;708,22
08/11/1989;708,64
09/11/1989;708,47
10/11/1989;706,53
13/11/1989;705,01
14/11/1989;704,58
16/11/1989;703,36
17/11/1989;705,75
20/11/1989;706,87
21/11/1989;703,32
22/11/1989;704,89
23/11/1989;705,22
24/11/1989;721,8
27/11/1989;721,04
28/11/1989;718,04
29/11/1989;727,1
30/11/1989;767,4
01/12/1989;789,72
04/12/1989;799,21
05/12/1989;797,32
06/12/1989;789,04
07/12/1989;812,67
08/12/1989;828,45
11/12/1989;867,8
12/12/1989;892,53
13/12/1989;887,06
14/12/1989;908,22
15/12/1989;903,99
18/12/1989;899,14
19/12/1989;895,13
20/12/1989;943,18
21/12/1989;1017,91
22/12/1989;1034,04
26/12/1989;1012,86
27/12/1989;1004,25
28/12/1989;999,55
29/12/1989;999,55
02/01/1990;956,09
03/01/1990;953,74
04/01/1990;801,23
05/01/1990;807,33
08/01/1990;811,92
09/01/1990;813,65
10/01/1990;808,03
11/01/1990;814,68
12/01/1990;843,57
15/01/1990;845,07
16/01/1990;755,18
17/01/1990;763,06
18/01/1990;772,11
19/01/1990;795,87
22/01/1990;838,73
23/01/1990;850,3
24/01/1990;880,12
25/01/1990;908,38
26/01/1990;936,69
29/01/1990;957,45
30/01/1990;990,37
31/01/1990;1047,63
01/02/1990;1061,94
02/02/1990;1104,84
05/02/1990;1145,63
06/02/1990;1187,35
07/02/1990;1195,87
08/02/1990;1194,24
09/02/1990;1199,49
12/02/1990;1218,09
13/02/1990;1250,21
14/02/1990;1255,33
15/02/1990;1264,53
16/02/1990;1266,48
19/02/1990;1275,66
20/02/1990;1276,28
21/02/1990;1235,53
22/02/1990;1200,46
23/02/1990;1083,04
28/02/1990;1083,04
01/03/1990;1017,26
02/03/1990;1029,12
05/03/1990;1031,21
06/03/1990;1019,84
07/03/1990;1008,53
08/03/1990;995,57
09/03/1990;964,53
12/03/1990;917,54
13/03/1990;946,47
19/03/1990;225,12
20/03/1990;224,76
21/03/1990;224,04
22/03/1990;223,2
23/03/1990;227,28
26/03/1990;227,04
27/03/1990;231,36
28/03/1990;249,6
29/03/1990;268,8
30/03/1990;269,52
02/04/1990;159,48
03/04/1990;153,96
04/04/1990;137,88
05/04/1990;122,88
06/04/1990;115,08
09/04/1990;122,28
10/04/1990;131,88
11/04/1990;146,16
16/04/1990;100,05
17/04/1990;81,84
18/04/1990;67,32
19/04/1990;55,92
20/04/1990;55,2
23/04/1990;52,8
24/04/1990;54,72
25/04/1990;53,16
26/04/1990;53,52
27/04/1990;56,76
30/04/1990;80,28
02/05/1990;97,56
03/05/1990;93,12
04/05/1990;87,36
07/05/1990;87,12
08/05/1990;84,48
09/05/1990;85,08
10/05/1990;85,8
11/05/1990;88,8
14/05/1990;96
15/05/1990;93,12
16/05/1990;91,68
17/05/1990;94,08
18/05/1990;95,88
21/05/1990;95,16
22/05/1990;96
23/05/1990;95,28
24/05/1990;95,52
25/05/1990;99,84
28/05/1990;100,32
29/05/1990;102,6
30/05/1990;103,08
31/05/1990;111,48
01/06/1990;10,96
04/06/1990;10,68
05/06/1990;10,51
06/06/1990;10,71
07/06/1990;11,51
08/06/1990;11,96
11/06/1990;12,98
12/06/1990;13,41
13/06/1990;12,87
15/06/1990;12,45
18/06/1990;13,99
19/06/1990;13,06
20/06/1990;13,09
21/06/1990;12,78
22/06/1990;14,83
25/06/1990;16,18
26/06/1990;15,15
27/06/1990;16,15
28/06/1990;16,9
29/06/1990;19,49
02/07/1990;17,25
03/07/1990;17,91
04/07/1990;19,05
05/07/1990;19,41
06/07/1990;19,84
09/07/1990;19,51
10/07/1990;18,5
11/07/1990;19,64
12/07/1990;18,17
13/07/1990;20,15
16/07/1990;19,7
17/07/1990;19,25
18/07/1990;19,22
19/07/1990;18,04
20/07/1990;18,42
23/07/1990;18,3
24/07/1990;17,24
25/07/1990;16,85
26/07/1990;16,68
27/07/1990;17,71
30/07/1990;16,8
31/07/1990;15,68
01/08/1990;14,84
02/08/1990;15,61
03/08/1990;16,23
06/08/1990;15,62
07/08/1990;15,69
08/08/1990;14,79
09/08/1990;15,84
10/08/1990;15,94
13/08/1990;14,77
14/08/1990;15,94
15/08/1990;15,07
16/08/1990;15,96
17/08/1990;17,79
20/08/1990;17,07
21/08/1990;19,34
22/08/1990;14,73
23/08/1990;13,29
24/08/1990;12,91
27/08/1990;15,1
28/08/1990;12,97
29/08/1990;13,22
30/08/1990;16,21
31/08/1990;19,36
03/09/1990;18,45
04/09/1990;18,59
05/09/1990;18,16
06/09/1990;20,16
10/09/1990;23,56
11/09/1990;26,38
12/09/1990;23,97
13/09/1990;24,28
14/09/1990;25,86
17/09/1990;33,8
18/09/1990;29,44
19/09/1990;28,87
20/09/1990;27,25
21/09/1990;30,23
24/09/1990;26,88
25/09/1990;24,44
26/09/1990;27,02
27/09/1990;27,58
28/09/1990;31
01/10/1990;25,83
02/10/1990;29,58
04/10/1990;26,04
05/10/1990;30,83
09/10/1990;31,21
10/10/1990;31,03
11/10/1990;26,06
12/10/1990;27,28
15/10/1990;30,84
16/10/1990;33,14
17/10/1990;32,9
18/10/1990;30,57
19/10/1990;33,29
22/10/1990;32,58
23/10/1990;31,61
24/10/1990;26,87
25/10/1990;22,71
26/10/1990;24,03
29/10/1990;25,94
30/10/1990;23,05
31/10/1990;23.241
01/11/1990;26,38
05/11/1990;31,85
06/11/1990;31,31
07/11/1990;26,71
08/11/1990;28,59
09/11/1990;28,64
12/11/1990;32,37
13/11/1990;29,22
14/11/1990;33,36
16/11/1990;39,58
19/11/1990;41,25
20/11/1990;33,11
21/11/1990;29,28
22/11/1990;28,3
23/11/1990;29,63
26/11/1990;29,69
27/11/1990;28,13
28/11/1990;31,85
29/11/1990;30,76
30/11/1990;35,62
03/12/1990;28,45
04/12/1990;28,7
05/12/1990;32,25
06/12/1990;30,5
07/12/1990;34,35
10/12/1990;34,71
11/12/1990;34,85
12/12/1990;33,73
13/12/1990;31,56
14/12/1990;30,18
17/12/1990;33,68
18/12/1990;33,83
19/12/1990;34,18
20/12/1990;75,53
21/12/1990;74,46
26/12/1990;50,8
27/12/1990;33,96
28/12/1990;85,57
02/01/1991;27,99
03/01/1991;28,57
04/01/1991;25,97
07/01/1991;24,37
08/01/1991;27,01
09/01/1991;27,62
10/01/1991;26,45
11/01/1991;28,03
14/01/1991;32,1
15/01/1991;29,73
16/01/1991;30,44
17/01/1991;36,78
18/01/1991;35,22
21/01/1991;28,48
22/01/1991;25,98
23/01/1991;25,93
24/01/1991;28,42
25/01/1991;26,46
28/01/1991;27,69
29/01/1991;26,54
30/01/1991;30,47
31/01/1991;35,04
04/02/1991;13,44
05/02/1991;13,62
06/02/1991;11,97
07/02/1991;11,19
08/02/1991;10,95
13/02/1991;10,95
14/02/1991;16,26
15/02/1991;19,89
18/02/1991;25,29
19/02/1991;18,21
20/02/1991;17,7
21/02/1991;15,39
22/02/1991;14,01
25/02/1991;13,5
26/02/1991;13,2
27/02/1991;13,47
28/02/1991;12,33
01/03/1991;13,2
04/03/1991;13,47
05/03/1991;13,14
06/03/1991;13,02
07/03/1991;13,2
08/03/1991;13,29
11/03/1991;13,98
12/03/1991;16,17
13/03/1991;15,63
14/03/1991;14,64
15/03/1991;14,73
18/03/1991;18,87
19/03/1991;15,45
20/03/1991;15,42
21/03/1991;15,84
22/03/1991;17,16
25/03/1991;16,92
26/03/1991;15,87
27/03/1991;16,89
01/04/1991;14,52
02/04/1991;18
03/04/1991;14,79
04/04/1991;15,24
05/04/1991;15,21
08/04/1991;17,46
09/04/1991;17,4
10/04/1991;17,1
11/04/1991;18,51
12/04/1991;18,3
15/04/1991;19,65
16/04/1991;22,59
17/04/1991;17,97
18/04/1991;16,74
19/04/1991;17,13
22/04/1991;15,99
23/04/1991;13,68
24/04/1991;12,72
25/04/1991;12,57
26/04/1991;12,75
29/04/1991;12,63
